last_name|cited_name|artwork_genre|title|artist|creation_date|nationality|index|museum
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [floor plans]"|David Celento|1990|American|27187|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27188|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27189|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27190|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27191|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawing]"|David Celento|1990|American|27192|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawing]"|David Celento|1990|American|27193|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27194|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [floor plan]"|David Celento|1990|American|27195|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27196|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [floor plan]"|David Celento|1990|American|27197|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings, floor plan]"|David Celento|1990|American|27198|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27199|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [sketches]"|David Celento|1990|American|27200|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [sketches]"|David Celento|1990|American|27201|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [floor plan]"|David Celento|1990|American|27202|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27203|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27204|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27205|Carnegie Museum of Art
Celento|Celento, David|drawings and watercolors|"Miniature Golf Course; Harmar Lanes Miniature Golf Course for McKnight Development Co., ""Puttersburgh,"" Harmar Township, PA; [detail drawings]"|David Celento|1990|American|27206|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, Pittsburgh, PA; [map]|Tai + Lee|1990|American|27207|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, Fineview, PA; [exterior elevations, floor plan, site plan]|Tai + Lee|1990|American|27208|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, Pittsburgh, PA; [exterior elevations, floor plan, site plan]|Tai + Lee|1990|American|27209|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, East Allegheny, PA; [exterior elevations, floor plan, site plan]|Tai + Lee|1990|American|27210|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, Pittsburgh, PA; [exterior elevations, floor plan, site plan]|Tai + Lee|1990|American|27211|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, Pittsburgh, PA; [exterior elevations, floor plan, site plan]|Tai + Lee|1990|American|27212|Carnegie Museum of Art
Tai|Tai + Lee|drawings and watercolors|Houses; Urban Houses-Pittsburgh Neighborhoods Project, Spring Garden, PA; [exterior elevations, floor plan, site plan]|Tai + Lee|1990|American|27213|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [floor plan]|Laura Nettleton Architecture|1993|American|27214|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [floor plan]|Laura Nettleton Architecture|1993|American|27215|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [electrical plan]|Laura Nettleton Architecture|1993|American|27216|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|drawings and watercolors|Inn; Colonial Inn Addition, Ligonier, PA; [elevation, plan]|Laura Nettleton Architecture|1993|American|27217|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [notes, site plans, tables (documents)]|Laura Nettleton Architecture|1993|American|27218|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [foundation plan, notes]|Laura Nettleton Architecture|1993|American|27219|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [floor plan, notes]|Laura Nettleton Architecture|1993|American|27220|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [exterior elevations, notes]|Laura Nettleton Architecture|1993|American|27221|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [detail drawings]|Laura Nettleton Architecture|1993|American|27222|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [detail drawings]|Laura Nettleton Architecture|1993|American|27223|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [detail drawings, notes]|Laura Nettleton Architecture|1993|American|27224|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [interior elevations, notes, section]|Laura Nettleton Architecture|1993|American|27225|Carnegie Museum of Art
Nettleton|Nettleton, Laura Architecture|prints|Inn; Colonial Inn Addition, Ligonier, PA; [floor plan]|Laura Nettleton Architecture|1993|American|27226|Carnegie Museum of Art
Shashi|Shashi D. Patel and Associates|drawings and watercolors|Temple; Hindu Jain Temple, Monroeville, PA; [floor plan]|Shashi D. Patel and Associates|1992|American|27227|Carnegie Museum of Art
Shashi|Shashi D. Patel and Associates|drawings and watercolors|Temple; Hindu Jain Temple, Monroeville, PA; [sections]|Shashi D. Patel and Associates|1992|American|27228|Carnegie Museum of Art
Shashi|Shashi D. Patel and Associates|drawings and watercolors|Temple; Hindu Jain Temple, Monroeville, PA; [exterior elevations]|Shashi D. Patel and Associates|1992|American|27229|Carnegie Museum of Art
Shashi|Shashi D. Patel and Associates|drawings and watercolors|Temple; Hindu Jain Temple, Monroeville, PA; [floor plan]|Shashi D. Patel and Associates|1992|American|27230|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plans]|E. Pawlowski Associates|1988|American|27231|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27232|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27233|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27234|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, section]|E. Pawlowski Associates|1988|American|27235|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [site plan]|E. Pawlowski Associates|1988|American|27236|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [site plan]|E. Pawlowski Associates|1988|American|27237|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [site plan]|E. Pawlowski Associates|1988|American|27238|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, section]|E. Pawlowski Associates|1988|American|27239|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, section]|E. Pawlowski Associates|1988|American|27240|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, floor plan]|E. Pawlowski Associates|1988|American|27241|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27242|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [detail drawing, exterior elevation, sections]|E. Pawlowski Associates|1988|American|27243|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevations, section]|E. Pawlowski Associates|1988|American|27244|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation]|E. Pawlowski Associates|1988|American|27245|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [detail drawings, exterior elevation, sections]|E. Pawlowski Associates|1988|American|27246|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27247|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27248|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan, section]|E. Pawlowski Associates|1988|American|27249|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, floor plan]|E. Pawlowski Associates|1988|American|27250|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, section]|E. Pawlowski Associates|1988|American|27251|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, floor plan]|E. Pawlowski Associates|1988|American|27252|Carnegie Museum of Art
E.|E. Pawlowski Associates|drawings and watercolors|Shopping Center; Lincoln Street Development, Johnstown, PA; [interior perspective]|E. Pawlowski Associates|1988|American|27253|Carnegie Museum of Art
E.|E. Pawlowski Associates|drawings and watercolors|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior perspective]|E. Pawlowski Associates|1988|American|27254|Carnegie Museum of Art
E.|E. Pawlowski Associates|drawings and watercolors|Shopping Center; Lincoln Street Development, Johnstown, PA; [bird's-eye perspective]|E. Pawlowski Associates|1988|American|27257|Carnegie Museum of Art
E.|E. Pawlowski Associates|drawings and watercolors|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevations]|E. Pawlowski Associates|1988|American|27258|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27259|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, section]|E. Pawlowski Associates|1988|American|27260|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevation, section]|E. Pawlowski Associates|1988|American|27261|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan]|E. Pawlowski Associates|1988|American|27262|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [floor plan, section]|E. Pawlowski Associates|1988|American|27263|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [detail drawings, exterior elevations]|E. Pawlowski Associates|1988|American|27264|Carnegie Museum of Art
E.|E. Pawlowski Associates|prints|Shopping Center; Lincoln Street Development, Johnstown, PA; [exterior elevations]|E. Pawlowski Associates|1988|American|27265|Carnegie Museum of Art
Perfido Associates|Perfido Associates, L.P.(Now Perfido Weiskopf Archit.)|drawings and watercolors|Walnut Street Garage, Pittsburgh; [exterior elevation]|L. P. Perfido Associates (now Perfido Weiskopf Architects)|1993|American|27266|Carnegie Museum of Art
Perfido Associates|Perfido Associates, L.P.(Now Perfido Weiskopf Archit.)|drawings and watercolors|Walnut Street Garage, Pittsburgh; [exterior perspective]|L. P. Perfido Associates (now Perfido Weiskopf Architects)|1987|American|27267|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, table (document)]|Poli and Cuteri Architects|1993|American|27268|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [table (document)]|Poli and Cuteri Architects|1993|American|27269|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [tables (documents)]|Poli and Cuteri Architects|1993|American|27270|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27271|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations, photograph]|Poli and Cuteri Architects|1993|American|27272|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1992|American|27273|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, exterior elevations]|Poli and Cuteri Architects|1992|American|27274|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27275|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27276|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27277|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27278|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27279|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27280|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27281|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27282|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27283|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27284|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27285|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27286|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27287|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27288|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27289|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27290|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27291|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27292|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27293|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27294|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27295|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27296|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27297|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plans]|Poli and Cuteri Architects|1993|American|27298|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27299|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27300|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27301|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevation]|Poli and Cuteri Architects|1993|American|27302|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevation]|Poli and Cuteri Architects|1993|American|27303|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevation]|Poli and Cuteri Architects|1993|American|27304|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevation]|Poli and Cuteri Architects|1993|American|27305|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27306|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27307|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27308|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevation]|Poli and Cuteri Architects|1993|American|27309|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [section]|Poli and Cuteri Architects|1993|American|27310|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27311|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [sections]|Poli and Cuteri Architects|1993|American|27312|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27313|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [section]|Poli and Cuteri Architects|1992|American|27314|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [sections]|Poli and Cuteri Architects|1993|American|27315|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [interior elevations]|Poli and Cuteri Architects|1993|American|27316|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27317|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27318|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27319|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27320|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1993|American|27321|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27322|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27323|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27324|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27325|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|prints|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27326|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27327|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [maps, notes]|Poli and Cuteri Architects|1993|American|27328|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [site plan]|Poli and Cuteri Architects|1993|American|27329|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27330|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [site plan]|Poli and Cuteri Architects|1993|American|27331|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings]|Poli and Cuteri Architects|1993|American|27332|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, foundation plan, tables (documents)]|Poli and Cuteri Architects|1993|American|27333|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, framing plans]|Poli and Cuteri Architects|1993|American|27334|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plans, ornament drawing, reflected ceiling plan]|Poli and Cuteri Architects|1993|American|27335|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan, ornament drawing]|Poli and Cuteri Architects|1993|American|27336|Carnegie Museum of Art
