last_name,cited_name,classification,title,full_name,creation_date,nationality,index
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]",Poli and Cuteri Architects,1993,American,27342
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [sections]",Poli and Cuteri Architects,1993,American,27343
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [sections]",Poli and Cuteri Architects,1993,American,27344
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [sections]",Poli and Cuteri Architects,1993,American,27345
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [interior elevations]",Poli and Cuteri Architects,1993,American,27346
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [interior elevations]",Poli and Cuteri Architects,1993,American,27347
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawing, interior elevations]",Poli and Cuteri Architects,1993,American,27348
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, sections]",Poli and Cuteri Architects,1993,American,27349
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, table (document)]",Poli and Cuteri Architects,1993,American,27350
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, tables (documents)]",Poli and Cuteri Architects,1993,American,27351
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]",Poli and Cuteri Architects,1992,American,27352
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings]",Poli and Cuteri Architects,1993,American,27353
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [notes, plumbing plans, table (document)]",Poli and Cuteri Architects,1993,American,27354
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawing, floor plan, plumbing drawing]",Poli and Cuteri Architects,1993,American,27355
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC drawings, HVAC plan]",Poli and Cuteri Architects,1993,American,27356
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC drawings, HVAC plans, notes]",Poli and Cuteri Architects,1993,American,27357
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC plans, tables (documents)]",Poli and Cuteri Architects,1993,American,27358
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC drawings]",Poli and Cuteri Architects,1993,American,27359
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawing, electrical plan]",Poli and Cuteri Architects,1993,American,27360
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, notes]",Poli and Cuteri Architects,1993,American,27361
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plan]",Poli and Cuteri Architects,1993,American,27362
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]",Poli and Cuteri Architects,1992,American,27363
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plan]",Poli and Cuteri Architects,1993,American,27364
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans, notes]",Poli and Cuteri Architects,1993,American,27365
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]",Poli and Cuteri Architects,1993,American,27366
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]",Poli and Cuteri Architects,1993,American,27367
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawing, electrical plans, notes]",Poli and Cuteri Architects,1993,American,27368
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]",Poli and Cuteri Architects,1993,American,27369
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]",Poli and Cuteri Architects,1993,American,27370
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings]",Poli and Cuteri Architects,1993,American,27371
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, notes]",Poli and Cuteri Architects,1993,American,27372
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, notes]",Poli and Cuteri Architects,1993,American,27373
Poli,Poli and Cuteri Architects,drawings and watercolors,"School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]",Poli and Cuteri Architects,1992,American,27374
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27375
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27376
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27377
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27378
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27379
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27380
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27381
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]",Reid & Stuhldreher,c. 1989,undetermined,27382
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]",Reid & Stuhldreher,c. 1989,undetermined,27383
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]",Reid & Stuhldreher,c. 1989,undetermined,27384
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]",Reid & Stuhldreher,c. 1989,undetermined,27385
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]",Reid & Stuhldreher,c. 1989,undetermined,27386
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]",Reid & Stuhldreher,c. 1989,undetermined,27387
Reid,Reid & Stuhldreher,prints,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [sectional perspective]",Reid & Stuhldreher,c. 1989,undetermined,27388
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]",Reid & Stuhldreher,c. 1989,undetermined,27389
Reid,Reid & Stuhldreher,drawings and watercolors,"Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [site plan]",Reid & Stuhldreher,c. 1989,undetermined,27390
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, framing plans]",Margaret Ringel and Associates,1988,American,27391
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, framing plan]",Margaret Ringel and Associates,1988,American,27392
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, sections]",Margaret Ringel and Associates,1988,American,27393
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, interior elevations]",Margaret Ringel and Associates,1988,American,27394
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [elevations, interior elevations]",Margaret Ringel and Associates,1988,American,27395
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, interior elevations, plumbing drawings]",Margaret Ringel and Associates,1988,American,27396
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan, interior elevations]",Margaret Ringel and Associates,1988,American,27397
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, interior elevations]",Margaret Ringel and Associates,1988,American,27398
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings]",Margaret Ringel and Associates,1988,American,27399
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings]",Margaret Ringel and Associates,1988,American,27400
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [section, site plans, table (document)]",Margaret Ringel and Associates,1988,American,27401
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [table (document)]",Margaret Ringel and Associates,1988,American,27402
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings]",Margaret Ringel and Associates,1988,American,27403
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]",Margaret Ringel and Associates,1988,American,27404
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]",Margaret Ringel and Associates,1988,American,27405
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]",Margaret Ringel and Associates,1988,American,27406
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [plumbing drawing, utility plan]",Margaret Ringel and Associates,1988,American,27407
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]",Margaret Ringel and Associates,1988,American,27408
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [exterior elevation, sections]",Margaret Ringel and Associates,1988,American,27409
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, exterior elevation]",Margaret Ringel and Associates,1988,American,27410
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, exterior elevation, section]",Margaret Ringel and Associates,1988,American,27411
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [exterior elevation]",Margaret Ringel and Associates,1988,American,27412
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, sections]",Margaret Ringel and Associates,1988,American,27413
Margaret,Margaret Ringel and Associates,drawings and watercolors,"House; Western Pennsylvania Farmhouse, PA; [detail drawings, framing plans]",Margaret Ringel and Associates,1988,American,27414
Ross,Ross Schonder Sterzinger Cupcheck,drawings and watercolors,"Restaurant; Eat'n Park, Edgewood, PA; [floor plan, notes]",Ross Schonder Sterzinger Cupcheck,1991,American,27415
Ross,Ross Schonder Sterzinger Cupcheck,drawings and watercolors,"Restaurant; Eat'n Park, Edgewood, PA; [detail drawings, exterior elevation]",Ross Schonder Sterzinger Cupcheck,1991,American,27416
Daniel K. Rothschild,"Daniel K. Rothschild, Architects",prints,"Offices for US Connect of Pittsburgh, Pittsburgh, PA; [detail drawing, floor plan, notes]","Daniel K. Rothschild, Architects",1992,American,27417
Daniel K. Rothschild,"Daniel K. Rothschild, Architects",prints,"Offices for US Connect of Pittsburgh, Pittsburgh, PA; [detail drawings, notes, reflected ceiling plan]","Daniel K. Rothschild, Architects",1992,American,27418
Daniel K. Rothschild,"Daniel K. Rothschild, Architects",prints,"Offices for US Connect of Pittsburgh, Pittsburgh, PA; [detail drawings, interior elevations, notes]","Daniel K. Rothschild, Architects",1992,American,27419
Daniel K. Rothschild,"Daniel K. Rothschild, Architects",prints,"Offices for US Connect of Pittsburgh, Pittsburgh, PA; [electrical drawings, electrical plan, notes]","Daniel K. Rothschild, Architects",1992,American,27420
Daniel K. Rothschild,"Daniel K. Rothschild, Architects",drawings and watercolors,"Offices for US Connect of Pittsburgh, Pittsburgh, PA; [floor plan]","Daniel K. Rothschild, Architects",1992,American,27421
Daniel K. Rothschild,"Daniel K. Rothschild, Architects",drawings and watercolors,"Offices for US Connect of Pittsburgh, Pittsburgh, PA; [axonometric drawing]","Daniel K. Rothschild, Architects",1992,American,27422
Shaulis,"Shaulis, Milton",drawings and watercolors,"Greenhouse; Scaife Conservatory, Ligonier, PA; [axonometric drawing]",Milton Shaulis,1988,American,27423
Shaulis,"Shaulis, Milton",drawings and watercolors,"Greenhouse; Scaife Conservatory, Ligonier, PA; [exterior elevation]",Milton Shaulis,1988,American,27424
Shaulis,"Shaulis, Milton",drawings and watercolors,"Greenhouse; Scaife Conservatory, Ligonier, PA; [exterior elevation, section]",Milton Shaulis,1988,American,27425
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27426
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27427
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27428
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27429
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27430
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27431
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27432
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings, ornament drawing, table (document)]",Thomas Stephen Terpack,1991,American,27433
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [reflected ceiling plan]",Thomas Stephen Terpack,1991,American,27434
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings, table (document)]",Thomas Stephen Terpack,1991,American,27435
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [foundation plan]",Thomas Stephen Terpack,1991,American,27436
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27437
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings, notes]",Thomas Stephen Terpack,1991,American,27438
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings, notes]",Thomas Stephen Terpack,1991,American,27439
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [exterior elevation]",Thomas Stephen Terpack,1991,American,27440
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings]",Thomas Stephen Terpack,1991,American,27441
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [floor plan]",Thomas Stephen Terpack,1991,American,27442
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [exterior elevations]",Thomas Stephen Terpack,1991,American,27443
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [exterior elevation]",Thomas Stephen Terpack,1991,American,27444
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings, exterior elevation]",Thomas Stephen Terpack,1991,American,27445
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawings, notes]",Thomas Stephen Terpack,1991,American,27446
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [framing plan]",Thomas Stephen Terpack,1991,American,27447
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [detail drawing, section]",Thomas Stephen Terpack,1991,American,27448
Terpack,"Terpack, Thomas S.",drawings and watercolors,"Chapel; St. Nicholas Chapel for the Greek Catholic Union, Beaver County, PA; [sections]",Thomas Stephen Terpack,1991,American,27449
UDA,UDA Architects,drawings and watercolors,"Housing Development for Crawford Roberts Redevelopment Area, ""Crawford Square,"" Pittsburgh, PA; [exterior elevations]",UDA Architects,1991,American,27450
UDA,UDA Architects,drawings and watercolors,"Housing Development for Crawford Roberts Redevelopment Area, ""Crawford Square,"" Pittsburgh, PA; [exterior elevations]",UDA Architects,1991,American,27451
UDA,UDA Architects,drawings and watercolors,"Housing Development for Crawford Roberts Redevelopment Area, ""Crawford Square,"" Pittsburgh, PA; [bird's-eye perspective]",UDA Architects,1991,American,27452
UDA,UDA Architects,drawings and watercolors,"Housing Development for Crawford Roberts Redevelopment Area, ""Crawford Square,"" Pittsburgh, PA; [bird's-eye perspective]",UDA Architects,1991,American,27453
UDA,UDA Architects,drawings and watercolors,"Housing Development for Crawford Roberts Redevelopment Area, ""Crawford Square,"" Pittsburgh, PA; [exterior perspective]",UDA Architects,1991,American,27455
UDA,UDA Architects,drawings and watercolors,"Housing Development for Crawford Roberts Redevelopment Area, ""Crawford Square,"" Pittsburgh, PA; [site plan]",UDA Architects,1991,American,27456
David J. Vater,"David J. Vater, RA, Inc.",drawings and watercolors,"Community Center; The Ryan Catholic Newman Center, Pittsburgh, PA; [exterior perspective]","David J. Vater, RA, Inc.",1993,American,27457
David J. Vater,"David J. Vater, RA, Inc.",drawings and watercolors,"Community Center; The Ryan Catholic Newman Center, Pittsburgh, PA; [site plan]","David J. Vater, RA, Inc.",1993,American,27458
David J. Vater,"David J. Vater, RA, Inc.",drawings and watercolors,"Community Center; The Ryan Catholic Newman Center, Pittsburgh, PA; [exterior elevations]","David J. Vater, RA, Inc.",1993,American,27459
Williams,"Williams, Trebilcock, Whitehead",drawings and watercolors,"Office Building; National Technology Transfer Center, Wheeling, WV; [exterior perspective]","Williams, Trebilcock, Whitehead",1993,undetermined,27460
Williams,"Williams, Trebilcock, Whitehead",drawings and watercolors,"Office Building; National Technology Transfer Center, Wheeling, WV; [exterior elevation]","Williams, Trebilcock, Whitehead",1993,undetermined,27461
Williams,"Williams, Trebilcock, Whitehead",drawings and watercolors,"Office Building; National Technology Transfer Center, Wheeling, WV; [floor plan]","Williams, Trebilcock, Whitehead",1993,undetermined,27462
Williams,"Williams, Trebilcock, Whitehead",drawings and watercolors,"Office Building; National Technology Transfer Center, Wheeling, WV; [studies]","Williams, Trebilcock, Whitehead",1993,undetermined,27463
Williams,"Williams, Trebilcock, Whitehead",drawings and watercolors,"Office Building; National Technology Transfer Center, Wheeling, WV; [exterior perspective]","Williams, Trebilcock, Whitehead",1993,undetermined,27466
Williams,"Williams, Trebilcock, Whitehead",drawings and watercolors,"Office Building; National Technology Transfer Center, Wheeling, WV; [floor plan]","Williams, Trebilcock, Whitehead",1993,undetermined,27467
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [sketches]",Studio Yi,c. 1993,American,27468
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [photographs]",Studio Yi,c. 1993,American,27469
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [photographs]",Studio Yi,c. 1993,American,27470
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [photographs]",Studio Yi,c. 1993,American,27471
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [sketches]",Studio Yi,c. 1993,American,27472
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [map, site plan]",Studio Yi,c. 1993,American,27473
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [interior perspectives]",Studio Yi,c. 1993,American,27474
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [sketches]",Studio Yi,c. 1993,American,27475
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [bird's-eye perspective]",Studio Yi,c. 1993,American,27476
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [perspective]",Studio Yi,c. 1993,American,27477
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [map, site plan]",Studio Yi,c. 1993,American,27478
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [exterior elevations, floor plan, sections]",Studio Yi,c. 1993,American,27479
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [exterior elevations, floor plan, sections]",Studio Yi,c. 1993,American,27480
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [perspective]",Studio Yi,c. 1993,American,27481
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [perspective]",Studio Yi,c. 1993,American,27482
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [perspective]",Studio Yi,c. 1993,American,27483
Studio,Studio Yi,prints,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [perspective]",Studio Yi,c. 1993,American,27484
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [perspective]",Studio Yi,c. 1993,American,27485
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [bird's-eye perspective]",Studio Yi,c. 1993,American,27486
Studio,Studio Yi,drawings and watercolors,"Day Care Center; Infant Care Facility, Pittsburgh, PA; [bird's-eye perspective]",Studio Yi,c. 1993,American,27487
Judd,"Judd, Donald",sculpture,Untitled,Donald Judd,1974,American,27489
Gober,"Gober, Robert",prints,Untitled,Robert Gober,1993-1994,American,27490
Benouville,"Benouville, Jean Achille",drawings and watercolors,"Hotel; Restoration of Hotel de Sens, France (constructed 1475-1507), [exterior elevation]",Jean Achille Benouville,1843,French,27501
Brooks,"Brooks, William",drawings and watercolors,"House for Langham Christie, ""Preston Deanery,"" Northamptonshire, England; [exterior elevation]",William Brooks,1817,English,27502
Brooks,"Brooks, William",drawings and watercolors,"House for Langham Christie, ""Preston Deanery,"" Northamptonshire, England; [exterior elevation]",William Brooks,1817,English,27503
Brooks,"Brooks, William",drawings and watercolors,"House; ""Preston Deanery"" (House for Langham Christie), Northamptonshire, England; [exterior elevation]",William Brooks,1817,English,27504
Brooks,"Brooks, William",drawings and watercolors,"House for Langham Christie, ""Preston Deanery,"" Northamptonshire, England; [exterior elevation]",William Brooks,1817,English,27505
Brooks,"Brooks, William",drawings and watercolors,"House for Langham Christie, ""Preston Deanery,"" Northamptonshire, England; [exterior elevation]",William Brooks,1817,English,27506
Brooks,"Brooks, William",drawings and watercolors,"House for Langham Christie, ""Preston Deanery,"" Northamptonshire, England; [section]",William Brooks,1817,English,27507
Brooks,"Brooks, William",drawings and watercolors,"House for Langham Christie, ""Preston Deanery,"" Northamptonshire, England; [section]",William Brooks,1817,English,27508
Hornbostel,"Hornbostel, Henry",drawings and watercolors,"Smithfield United Church, Pittsburgh; [exterior perspective]",Henry Hornbostel,c. 1926,American,27509
Lewis,"Lewis, Whitfield",drawings and watercolors,"House; House for an Architect; [exterior elevations, floor plans and sections]",Whitfield Lewis,1933,American,27510
Lewis,"Lewis, Whitfield",drawings and watercolors,House; House for an Architect; [bird's-eye axonometric drawing],Whitfield Lewis,1933,American,27511
Lewis,"Lewis, Whitfield",drawings and watercolors,House; House for an Architect; [bird's-eye axonometric drawing],Whitfield Lewis,1933,American,27512
Liddell,"Liddell, John",drawings and watercolors,"Town Hall, Ipswich, England; [exterior perspective]",John Liddell,c. 1864,English,27513
Liddell,"Liddell, John",drawings and watercolors,"Town Hall, Ipswich, England; [exterior elevation]",John Liddell,c. 1864,English,27514
Liddell,"Liddell, John",drawings and watercolors,"Town Hall, Ipswich, England; [exterior elevation]",John Liddell,c. 1864,English,27515
Marchi,"Marchi, Virgilio",drawings and watercolors,"Railroad Station; ""Stazione Secondaria""; [exterior perspective]",Virgilio Marchi,1919,Italian,27516
Naudin,"Naudin, Jules E.",drawings and watercolors,"Facades, Toulouse, France; [exterior elevations]",Jules Emile Naudin,1861,French,27517
Perin,"Perin, Louis Jules François",drawings and watercolors,"Apartment House, Paris, France; [exterior perspective]",Louis Jules François Perin,1904,French,27518
Smith,"Smith, Arthur",drawings and watercolors,Suburb; [bird's-eye perspective],Arthur Smith,c. 1900,English,27520
Smith,"Smith, Arthur",drawings and watercolors,Suburb; [exterior perspective],Arthur Smith,c. 1900,English,27521
